id	taxon	Low_elevation	High_elevation	CFP endemicity	CA nativity
4641	Orobanche parishii ssp. brachyloba	0	300	yes	yes
4642	Orobanche parishii ssp. parishii	0	2800	no	yes
4643	Orobanche pinorum	0	2100	no	yes
4644	Orobanche ramosa	0	50	no	no
4645	Orobanche uniflora	0	3100	no	yes
4646	Orobanche valida	0	2000	no	yes
4647	Orobanche valida ssp. howellii	200	1700	yes	yes
4648	Orobanche valida ssp. valida	1250	2000	yes	yes
4649	Orobanche vallicola	0	300	yes	yes
4650	Oxalis albicans	0	700	no	yes
4651	Oxalis albicans ssp. californica	0	700	yes	yes
4652	Oxalis albicans ssp. pilosa	0	200	yes	yes
4653	Oxalis corniculata	0	2500	no	no
4654	Oxalis hirta	0	100	no	no
4655	Oxalis incarnata	0	200	no	no
4656	Oxalis latifolia	0	100	no	no
4657	Oxalis laxa	0	1000	no	no
4658	Oxalis oregana	0	1000	no	yes
4659	Oxalis pes-caprae	0	500	no	no
4660	Oxalis purpurea	0	100	no	no
4661	Oxalis rubra	0	50	no	no
4662	Oxalis suksdorfii	0	700	no	yes
4663	Oxalis trilliifolia	0	1500	no	yes
4664	Paeonia brownii	200	3000	no	yes
4665	Paeonia californica	0	1500	yes	yes
4666	Arctomecon merriamii	900	1400	no	yes
4667	Argemone corymbosa	400	1100	no	yes
4668	Argemone munita	70	3000	no	yes
4669	Canbya candida	600	1200	no	yes
4670	Corydalis aurea	1500	2300	no	yes
4671	Corydalis caseana ssp. caseana	2400	5400	no	yes
4672	Dendromecon harfordii	0	600	yes	yes
4673	Dendromecon rigida	0	1800	yes	yes
4674	Dicentra chrysantha	0	1800	yes	yes
4675	Dicentra formosa	0	2200	no	yes
4676	Dicentra nevadensis	2200	3000	yes	yes
4677	Dicentra ochroleuca	0	800	yes	yes
4678	Dicentra pauciflora	1200	3000	yes	yes
4679	Dicentra uniflora	1600	3700	no	yes
4680	Eschscholzia caespitosa	0	1500	no	yes
4681	Eschscholzia californica	0	2000	no	yes
4682	Eschscholzia glyptosperma	50	1500	no	yes
4683	Eschscholzia hypecoides	500	1500	yes	yes
4684	Eschscholzia lemmonii	200	1000	no	yes
4685	Eschscholzia lemmonii ssp. kernensis	200	1000	yes	yes
4686	Eschscholzia lemmonii ssp. lemmonii	200	1000	yes	yes
4687	Eschscholzia lobbii	0	600	yes	yes
4688	Eschscholzia minutiflora	0	2000	no	yes
4689	Eschscholzia parishii	0	1200	no	yes
4690	Eschscholzia ramosa	0	300	no	yes
4691	Eschscholzia rhombipetala	0	500	yes	yes
4692	Fumaria officinalis	0	1000	no	no
4693	Fumaria parviflora	0	1000	no	no
4694	Glaucium flavum	0	1000	no	no
4695	Meconella californica	0	1000	yes	yes
4696	Meconella denticulata	0	1000	yes	yes
4697	Meconella linearis	0	1000	no	yes
4698	Papaver argemone	0	500	no	no
4699	Papaver californicum	0	800	yes	yes
4700	Papaver rhoeas	0	500	no	no
4701	Papaver somniferum	0	500	no	no
4702	Platystemon californicus	0	1000	no	yes
4703	Romneya coulteri	0	1200	yes	yes
4704	Romneya trichocalyx	0	1100	yes	yes
4705	Stylomecon heterophylla	0	1200	no	yes
4706	Carpenteria californica	450	1000	yes	yes
4707	Fendlerella utahensis	1300	2800	no	yes
4708	Jamesia americana var. rosea	2250	3700	no	yes
4709	Philadelphus lewisii	0	1500	no	yes
4710	Philadelphus microphyllus	1200	2750	no	yes
4711	Whipplea modesta	0	1400	no	yes
4712	Phytolacca americana	0	1000	no	no
4713	Pittosporum crassifolium	0	200	no	no
4714	Pittosporum tenuifolium	0	200	no	no
4715	Pittosporum tobira	0	200	no	no
4716	Pittosporum undulatum	0	200	no	no
4717	Sollya heterophylla	0	200	no	no
4718	Plantago aristata	0	200	no	no
4719	Plantago coronopus	0	300	no	no
4720	Plantago elongata	0	200	no	yes
4721	Plantago erecta	0	700	no	yes
4722	Plantago eriopoda	0	1000	no	yes
4723	Plantago indica	0	200	no	no
4724	Plantago lanceolata	0	1600	no	no
4725	Plantago major	0	2200	no	no
4726	Plantago maritima	0	150	no	yes
4727	Plantago ovata	0	1400	no	yes
4728	Plantago patagonica	500	2200	no	yes
4729	Plantago pusilla	0	100	no	no
4730	Plantago subnuda	0	300	no	yes
4731	Plantago truncata ssp. firma	0	300	no	no
4732	Plantago virginica	0	1000	no	no
4733	Platanus racemosa	0	2000	no	yes
4734	Armeria maritima ssp. californica	0	200	yes	yes
4735	Limonium arborescens	-40	60	no	no
4736	Limonium californicum	0	50	no	yes
4737	Limonium otolepis	0	100	no	no
4738	Limonium perezii	0	100	no	no
4739	Limonium sinuatum	0	300	no	no
4740	Allophyllum divaricatum	300	1800	yes	yes
4741	Allophyllum gilioides	200	2900	no	yes
4742	Allophyllum gilioides ssp. gilioides	200	1900	no	yes
4743	Allophyllum gilioides ssp. violaceum	1200	2900	no	yes
4744	Allophyllum glutinosum	30	1600	yes	yes
4745	Allophyllum integrifolium	1300	2700	no	yes
4746	Collomia diversifolia	300	600	yes	yes
4747	Collomia grandiflora	600	2500	no	yes
4748	Collomia heterophylla	0	1300	no	yes
4749	Collomia larsenii	3000	3500	no	yes
4750	Collomia linearis	600	3300	no	yes
4751	Collomia rawsoniana	1000	2200	yes	yes
4752	Collomia tinctoria	600	2800	no	yes
4753	Collomia tracyi	300	2100	yes	yes
4754	Eriastrum abramsii	0	1200	yes	yes
4755	Eriastrum brandegeae	800	1000	yes	yes
4756	Eriastrum densifolium	0	2900	no	yes
4757	Eriastrum densifolium ssp. austromontanum	1300	2900	yes	yes
4758	Eriastrum densifolium ssp. densifolium	-50	50	yes	yes
4759	Eriastrum densifolium ssp. elongatum	0	1800	no	yes
4760	Eriastrum densifolium ssp. mohavense	800	2800	no	yes
4761	Eriastrum densifolium ssp. sanctorum	0	500	yes	yes
4762	Eriastrum diffusum	0	2000	no	yes
4763	Eriastrum eremicum ssp. eremicum	0	1800	no	yes
4764	Eriastrum filifolium	0	1700	yes	yes
4765	Eriastrum hooveri	0	170	yes	yes
4766	Eriastrum luteum	0	1000	yes	yes
4767	Eriastrum pluriflorum	0	2000	no	yes
4768	Eriastrum sapphirinum	700	2700	no	yes
4769	Eriastrum sparsiflorum	0	2400	no	yes
4770	Eriastrum virgatum	0	500	yes	yes
4771	Eriastrum wilcoxii	0	2700	no	yes
4772	Gilia achilleifolia	60	1200	no	yes
4773	Gilia achilleifolia ssp. achilleifolia	60	1200	yes	yes
4774	Gilia achilleifolia ssp. multicaulis	60	1200	yes	yes
4775	Gilia aliquanta	700	1600	no	yes
4776	Gilia aliquanta ssp. aliquanta	700	1300	no	yes
4777	Gilia aliquanta ssp. breviloba	800	1600	no	yes
4778	Gilia angelensis	200	1900	yes	yes
4779	Gilia australis	600	1200	no	yes
4780	Gilia austro-occidentalis	600	1300	yes	yes
4781	Gilia brecciarum	500	2300	no	yes
4782	Gilia brecciarum ssp. brecciarum	1200	2300	no	yes
4783	Gilia brecciarum ssp. jacens	500	2200	yes	yes
4784	Gilia brecciarum ssp. neglecta	650	2100	no	yes
4785	Gilia campanulata	900	2100	no	yes
4786	Gilia cana	800	3100	no	yes
4787	Gilia cana ssp. bernardina	800	1500	no	yes
4788	Gilia cana ssp. cana	1800	3100	no	yes
4789	Gilia cana ssp. speciformis	800	1200	no	yes
4790	Gilia cana ssp. speciosa	200	1200	no	no
4791	Gilia cana ssp. triceps	800	1600	no	yes
4792	Gilia capillaris	1500	3100	no	yes
4793	Gilia capitata	0	2100	no	yes
4794	Gilia capitata ssp. abrotanifolia	0	1900	yes	yes
4795	Gilia capitata ssp. capitata	100	1900	no	yes
4796	Gilia capitata ssp. chamissonis	0	60	yes	yes
4797	Gilia capitata ssp. mediomontana	900	2100	yes	yes
4798	Gilia capitata ssp. pacifica	0	300	no	yes
4799	Gilia capitata ssp. pedemontana	60	1500	yes	yes
4800	Gilia capitata ssp. staminea	0	100	no	yes
4801	Gilia capitata ssp. tomentosa	0	30	yes	yes
4802	Gilia caruifolia	1400	2300	yes	yes
4803	Gilia clivorum	0	1100	no	yes
4804	Gilia clokeyi	400	2000	no	yes
4805	Gilia diegensis	500	2200	no	yes
4806	Gilia filiformis	300	1800	no	yes
4807	Gilia hutchinsifolia	400	1800	no	yes
4808	Gilia inconspicua	1200	2000	no	yes
4809	Gilia interior	700	1700	yes	yes
4810	Gilia inyoensis	1900	2600	no	yes
4811	Gilia latiflora	700	1500	no	yes
4812	Gilia latiflora ssp. cuyamensis	600	2000	yes	yes
4813	Gilia latiflora ssp. davyi	700	1200	no	yes
4814	Gilia latiflora ssp. elongata	700	1200	no	yes
4815	Gilia latiflora ssp. latiflora	700	1100	no	yes
4816	Gilia latifolia	0	1800	no	yes
4817	Gilia leptalea	900	3100	no	yes
4818	Gilia leptalea ssp. bicolor	1600	3100	yes	yes
4819	Gilia leptalea ssp. leptalea	900	2100	no	yes
4820	Gilia leptantha	700	2800	no	yes
4821	Gilia leptantha ssp. leptantha	1500	2300	yes	yes
4822	Gilia leptantha ssp. pinetorum	1500	2800	yes	yes
4823	Gilia leptantha ssp. purpusii	700	2600	yes	yes
4824	Gilia leptantha ssp. transversa	900	1800	no	yes
4825	Gilia leptomeria	800	2100	no	yes
4826	Gilia lottiae	400	2100	no	yes
4827	Gilia maculata	900	1100	no	yes
4828	Gilia malior	700	2000	no	yes
4829	Gilia micromeria	1200	1670	no	yes
4830	Gilia millefoliata	0	10	no	yes
4831	Gilia minor	300	1100	no	yes
4832	Gilia modocensis	400	2300	no	yes
4833	Gilia nevinii	20	400	yes	yes
4834	Gilia ochroleuca	200	2500	no	yes
4835	Gilia ochroleuca ssp. bizonata	300	2200	no	yes
4836	Gilia ochroleuca ssp. exilis	200	1800	no	yes
4837	Gilia ochroleuca ssp. ochroleuca	700	1500	no	yes
4838	Gilia ochroleuca ssp. vivida	1800	2500	yes	yes
4839	Gilia ophthalmoides	1100	2600	no	yes
4840	Gilia ripleyi	900	1400	no	yes
4841	Gilia salticola	1500	2700	no	yes
4842	Gilia scopulorum	0	1200	no	yes
4843	Gilia sinistra	300	2200	no	yes
4844	Gilia sinistra ssp. pinnatisecta	300	2200	yes	yes
4845	Gilia sinistra ssp. sinistra	1000	2200	no	yes
4846	Gilia sinuata	150	1800	no	yes
4847	Gilia splendens	300	2400	no	yes
4848	Gilia splendens ssp. grantii	800	2200	yes	yes
4849	Gilia splendens ssp. splendens	300	2400	yes	yes
4850	Gilia stellata	0	1700	no	yes
4851	Gilia subacaulis	500	2500	no	yes
4852	Gilia tenerrima	500	2800	no	yes
4853	Gilia tenuiflora	0	1400	no	yes
4854	Gilia tenuiflora ssp. amplifaucalis	39	900	yes	yes
4855	Gilia tenuiflora ssp. arenaria	0	30	yes	yes
4856	Gilia tenuiflora ssp. hoffmannii	0	30	yes	yes
4857	Gilia tenuiflora ssp. tenuiflora	100	1400	yes	yes
4858	Gilia transmontana	600	2000	no	yes
4859	Gilia tricolor	0	1200	no	yes
4860	Gilia tricolor ssp. diffusa	90	1200	yes	yes
4861	Gilia tricolor ssp. tricolor	0	1200	yes	yes
4862	Gilia triodon	1200	1700	no	yes
4863	Gymnosteris parvula	2400	3700	no	yes
4864	Ipomopsis aggregata	1100	3300	no	yes
4865	Ipomopsis aggregata ssp. bridgesii	1900	3300	yes	yes
4866	Ipomopsis aggregata ssp. formosissima	1100	2500	no	yes
4867	Ipomopsis arizonica	1500	3100	no	yes
4868	Ipomopsis congesta	1200	3700	no	yes
4869	Ipomopsis congesta ssp. congesta	1200	2150	no	yes
4870	Ipomopsis congesta ssp. montana	2100	3700	no	yes
4871	Ipomopsis congesta ssp. palmifrons	1500	2750	no	yes
4872	Ipomopsis depressa	1000	1550	no	yes
4873	Ipomopsis effusa	0	100	yes	yes
4874	Ipomopsis polycladon	900	2150	no	yes
4875	Ipomopsis tenuifolia	100	1200	no	yes
4876	Ipomopsis tenuituba	2400	3050	no	yes
4877	Langloisia setosissima	0	1800	no	yes
4878	Langloisia setosissima ssp. punctata	0	1800	no	yes
4879	Langloisia setosissima ssp. setosissima	0	1800	no	yes
4880	Leptodactylon californicum	0	1500	yes	yes
4881	Leptodactylon jaegeri	2900	3000	yes	yes
4882	Leptodactylon pungens	1700	4000	no	yes
4883	Linanthus acicularis	0	700	yes	yes
4884	Linanthus ambiguus	0	1000	yes	yes
4885	Linanthus androsaceus	0	1200	yes	yes
4886	Linanthus arenicola	800	1400	no	yes
4887	Linanthus aureus	0	2000	no	yes
4888	Linanthus aureus ssp. aureus	0	2000	no	yes
4889	Linanthus aureus ssp. decorus	0	2000	no	yes
4890	Linanthus bellus	1000	1400	yes	yes
4891	Linanthus bicolor	0	1700	yes	yes
4892	Linanthus bigelovii	0	1700	no	yes
4893	Linanthus bolanderi	200	1700	no	yes
4894	Linanthus breviculus	0	2400	no	yes
4895	Linanthus ciliatus	0	3000	yes	yes
4896	Linanthus concinnus	1700	2800	yes	yes
4897	Linanthus demissus	0	1700	no	yes
4898	Linanthus dianthiflorus	0	1300	yes	yes
4899	Linanthus dichotomus	0	1700	no	yes
4900	Linanthus filipes	0	1300	yes	yes
4901	Linanthus floribundus	0	2300	no	yes
4902	Linanthus floribundus ssp. floribundus	0	2300	no	yes
4903	Linanthus floribundus ssp. glaber	0	2100	no	yes
4904	Linanthus floribundus ssp. hallii	1000	2000	yes	yes
4905	Linanthus grandiflorus	0	1200	yes	yes
4906	Linanthus harknessii	1000	3200	no	yes
4907	Linanthus jonesii	0	900	no	yes
4908	Linanthus killipii	1700	2400	yes	yes
4909	Linanthus lemmonii	0	1900	no	yes
4910	Linanthus liniflorus	0	1700	no	yes
4911	Linanthus montanus	300	1700	yes	yes
4912	Linanthus nudatus	600	2400	yes	yes
4913	Linanthus nuttallii	500	3500	no	yes
4914	Linanthus nuttallii ssp. howellii	1500	1800	yes	yes
4915	Linanthus nuttallii ssp. nuttallii	500	2200	no	yes
4916	Linanthus nuttallii ssp. pubescens	2800	3500	no	yes
4917	Linanthus oblanceolatus	2800	3700	yes	yes
4918	Linanthus orcuttii	1100	2150	yes	yes
4919	Linanthus pachyphyllus	1700	2500	no	yes
4920	Linanthus parryae	0	2000	no	yes
4921	Linanthus parviflorus	0	1200	yes	yes
4922	Linanthus pygmaeus	0	1700	no	yes
4923	Linanthus pygmaeus ssp. continentalis	0	1700	yes	yes
4924	Linanthus pygmaeus ssp. pygmaeus	0	500	yes	yes
4925	Linanthus rattanii	1700	2000	yes	yes
4926	Linanthus septentrionalis	2000	3000	no	yes
4927	Linanthus serrulatus	300	1300	yes	yes
4928	Loeseliastrum matthewsii	0	1800	no	yes
4929	Loeseliastrum schottii	0	1800	no	yes
4930	Navarretia atractyloides	90	900	yes	yes
4931	Navarretia breweri	1200	3300	no	yes
4932	Navarretia cotulifolia	0	50	yes	yes
4933	Navarretia divaricata	300	2600	no	yes
4934	Navarretia divaricata ssp. divaricata	300	2600	no	yes
4935	Navarretia divaricata ssp. vividior	600	1900	no	yes
4936	Navarretia eriocephala	0	400	yes	yes
4937	Navarretia filicaulis	300	900	yes	yes
4938	Navarretia fossalis	30	1300	yes	yes
4939	Navarretia hamata	0	1100	no	yes
4940	Navarretia hamata ssp. hamata	0	1100	yes	yes
4941	Navarretia hamata ssp. leptantha	0	700	yes	yes
4942	Navarretia hamata ssp. parviloba	0	1000	yes	yes
4943	Navarretia heterandra	0	400	no	yes
4944	Navarretia heterodoxa	100	900	yes	yes
4945	Navarretia intertexta	0	2300	no	yes
4946	Navarretia intertexta ssp. intertexta	0	1800	no	yes
4947	Navarretia intertexta ssp. propinqua	800	2300	no	yes
4948	Navarretia jaredii	200	500	yes	yes
4949	Navarretia jepsonii	400	800	yes	yes
4950	Navarretia leucocephala	0	2200	no	yes
4951	Navarretia leucocephala ssp. bakeri	0	1700	yes	yes
4952	Navarretia leucocephala ssp. leucocephala	0	500	no	yes
4953	Navarretia leucocephala ssp. minima	0	2200	no	yes
4954	Navarretia leucocephala ssp. pauciflora	400	600	yes	yes
4955	Navarretia leucocephala ssp. plieantha	800	950	yes	yes
4956	Navarretia mellita	300	1200	yes	yes
4957	Navarretia myersii	20	90	yes	yes
4958	Navarretia nigelliformis	100	1000	no	yes
4959	Navarretia nigelliformis ssp. nigelliformis	100	1000	yes	yes
4960	Navarretia nigelliformis ssp. radians	200	1000	yes	yes
4961	Navarretia peninsularis	1500	2300	yes	yes
4962	Navarretia prolifera	600	1400	no	yes
4963	Navarretia prolifera ssp. lutea	900	1400	yes	yes
4964	Navarretia prolifera ssp. prolifera	600	1300	yes	yes
4965	Navarretia prostrata	0	700	yes	yes
4966	Navarretia pubescens	0	1100	no	yes
4967	Navarretia rosulata	200	600	yes	yes
4968	Navarretia setiloba	500	2100	yes	yes
4969	Navarretia squarrosa	0	800	no	yes
4970	Navarretia subuligera	150	1100	yes	yes
4971	Navarretia tagetina	30	600	no	yes
4972	Navarretia viscidula	100	800	yes	yes
4973	Phlox adsurgens	500	2000	no	yes
4974	Phlox austromontana	1500	2700	no	yes
4975	Phlox caespitosa	1500	2000	no	no
4976	Phlox condensata	2000	4000	no	yes
4977	Phlox diffusa	1100	3600	no	yes
4978	Phlox dispersa	3600	4200	yes	yes
4979	Phlox dolichantha	2000	2700	yes	yes
4980	Phlox gracilis	0	3300	no	yes
4981	Phlox hirsuta	1000	1500	yes	yes
4982	Phlox hoodii ssp. canescens	1500	2700	no	yes
4983	Phlox muscoides	1400	2700	no	yes
4984	Phlox pulvinata	3300	4300	no	yes
4985	Phlox speciosa	500	2400	no	yes
4986	Phlox speciosa ssp. nitida	500	2400	no	yes
4987	Phlox speciosa ssp. occidentalis	500	2400	yes	yes
4988	Phlox stansburyi	1700	3000	no	yes
4989	Polemonium californicum	1600	3100	no	yes
4990	Polemonium carneum	0	1800	no	yes
4991	Polemonium chartaceum	2600	4200	no	yes
4992	Polemonium eximium	3000	4200	yes	yes
4993	Polemonium micranthum	600	1800	no	yes
4994	Polemonium occidentale ssp. occidentale	900	3300	no	yes
4995	Polemonium pulcherrimum	2400	3700	no	yes
4996	Polemonium pulcherrimum var. pilosum	2700	3000	no	yes
4997	Polemonium pulcherrimum var. pulcherrimum	2400	3700	no	yes
4998	Polygala acanthoclada	900	1700	no	yes
4999	Polygala californica	10	1400	yes	yes
5000	Polygala cornuta	100	2100	no	yes
5001	Polygala cornuta var. cornuta	100	2100	yes	yes
5002	Polygala cornuta var. fishiae	100	1100	yes	yes
5003	Polygala heterorhyncha	900	1600	no	yes
5004	Polygala intermontana	2600	2700	no	yes
5005	Polygala subspinosa	1400	1500	no	yes
5006	Aristocapsa insignis	300	600	yes	yes
5007	Centrostegia thurberi	300	2400	no	yes
5008	Chorizanthe angustifolia	0	200	yes	yes
5009	Chorizanthe biloba	200	800	no	yes
5010	Chorizanthe biloba var. biloba	200	700	yes	yes
5011	Chorizanthe biloba var. immemora	600	800	yes	yes
5012	Chorizanthe blakleyi	600	1600	yes	yes
5013	Chorizanthe brevicornu	0	3000	no	yes
5014	Chorizanthe brevicornu var. brevicornu	0	2300	no	yes
5015	Chorizanthe brevicornu var. spathulata	700	3000	no	yes
5016	Chorizanthe breweri	0	800	yes	yes
5017	Chorizanthe clevelandii	400	2100	yes	yes
5018	Chorizanthe corrugata	-70	920	no	yes
5019	Chorizanthe cuspidata	0	250	yes	yes
5020	Chorizanthe diffusa	0	800	yes	yes
5021	Chorizanthe douglasii	200	1600	yes	yes
5022	Chorizanthe fimbriata	0	1600	no	yes
5023	Chorizanthe fimbriata var. fimbriata	0	1600	yes	yes
5024	Chorizanthe fimbriata var. laciniata	0	1600	yes	yes
5025	Chorizanthe howellii	0	15	yes	yes
5026	Chorizanthe leptotheca	300	1900	yes	yes
5027	Chorizanthe membranacea	0	1600	no	yes
5028	Chorizanthe obovata	0	1300	yes	yes
5029	Chorizanthe orcuttiana	60	125	yes	yes
5030	Chorizanthe palmeri	0	700	yes	yes
5031	Chorizanthe parryi	200	1200	no	yes
5032	Chorizanthe parryi var. fernandina	200	350	yes	yes
5033	Chorizanthe parryi var. parryi	300	1200	no	yes
5034	Chorizanthe polygonoides	0	1400	no	yes
5035	Chorizanthe polygonoides var. longispina	0	1400	yes	yes
5036	Chorizanthe polygonoides var. polygonoides	0	1400	yes	yes
5037	Chorizanthe procumbens	0	800	yes	yes
5038	Chorizanthe pungens	0	450	yes	yes
5039	Chorizanthe rectispina	200	600	yes	yes
5040	Chorizanthe rigida	0	2000	no	yes
5041	Chorizanthe robusta	0	300	yes	yes
5042	Chorizanthe spinosa	6	1300	no	yes
5043	Chorizanthe staticoides	0	2000	yes	yes
5044	Chorizanthe stellulata	0	900	yes	yes
5045	Chorizanthe uniaristata	800	2000	yes	yes
5046	Chorizanthe valida	0	300	yes	yes
5047	Chorizanthe ventricosa	500	1000	yes	yes
5048	Chorizanthe watsonii	300	2200	no	yes
5049	Chorizanthe wheeleri	0	600	yes	yes
5050	Chorizanthe xanti	100	1600	no	yes
5051	Chorizanthe xanti var. leucotheca	300	1200	yes	yes
5052	Chorizanthe xanti var. xanti	100	1600	no	yes
5053	Dedeckera eurekensis	1220	2200	no	yes
5054	Dodecahema leptoceras	200	700	yes	yes
5055	Emex australis	0	200	no	no
5056	Emex spinosa	0	500	no	no
5057	Eriogonum alpinum	2200	2900	yes	yes
5058	Eriogonum ampullaceum	1700	2200	no	yes
5059	Eriogonum angulosum	150	1900	no	yes
5060	Eriogonum apiculatum	1100	2700	no	yes
5061	Eriogonum apricum	50	150	no	yes
5062	Eriogonum apricum var. apricum	50	150	yes	yes
5063	Eriogonum apricum var. prostratum	50	150	yes	yes
5064	Eriogonum arborescens	0	150	yes	yes
5065	Eriogonum argillosum	150	800	yes	yes
5066	Eriogonum baileyi	650	2900	no	yes
5067	Eriogonum baileyi var. baileyi	650	2900	no	yes
5068	Eriogonum baileyi var. praebens	1300	2900	no	yes
5069	Eriogonum beatleyae	1500	2500	no	yes
5070	Eriogonum bifurcatum	700	800	no	yes
5071	Eriogonum brachyanthum	600	2000	no	yes
5072	Eriogonum brachypodum	150	2400	no	yes
5073	Eriogonum breedlovei	1700	2500	no	yes
5074	Eriogonum breedlovei var. breedlovei	2300	2500	yes	yes
5075	Eriogonum breedlovei var. shevockii	1700	2500	yes	yes
5076	Eriogonum butterworthianum	650	700	yes	yes
5077	Eriogonum caespitosum	1200	3100	no	yes
5078	Eriogonum cernuum	1300	3300	no	yes
5079	Eriogonum cernuum var. cernuum	2100	3300	no	yes
5080	Eriogonum cernuum var. viminale	1300	2200	no	yes
5081	Eriogonum cinereum	0	500	yes	yes
5082	Eriogonum cithariforme	500	2400	yes	yes
5083	Eriogonum compositum var. compositum	0	2500	no	yes
5084	Eriogonum congdonii	1000	2200	yes	yes
5085	Eriogonum contiguum	50	1000	no	yes
5086	Eriogonum covilleanum	300	1600	yes	yes
5087	Eriogonum crocatum	50	150	yes	yes
5088	Eriogonum dasyanthemum	150	600	yes	yes
5089	Eriogonum davidsonii	200	2800	no	yes
5090	Eriogonum deflexum	0	2900	no	yes
5091	Eriogonum deflexum var. baratum	900	2900	no	yes
5092	Eriogonum deflexum var. deflexum	0	2000	no	yes
5093	Eriogonum deflexum var. nevadense	1100	2200	no	yes
5094	Eriogonum deflexum var. rectum	0	1000	no	yes
5095	Eriogonum deserticola	-65	100	no	yes
5096	Eriogonum diclinum	1700	2400	no	yes
5097	Eriogonum douglasii var. douglasii	1200	2500	no	yes
5098	Eriogonum eastwoodianum	500	1000	yes	yes
5099	Eriogonum elatum	600	3100	no	yes
5100	Eriogonum elatum var. elatum	600	3100	no	yes
5101	Eriogonum elatum var. villosum	700	2200	no	yes
5102	Eriogonum elegans	200	1200	yes	yes
5103	Eriogonum elongatum var. elongatum	50	1900	no	yes
5104	Eriogonum eremicola	2200	3100	no	yes
5105	Eriogonum ericifolium var. thornei	1750	1850	no	yes
5106	Eriogonum esmeraldense var. esmeraldense	1500	3200	no	yes
5107	Eriogonum fasciculatum	0	2300	no	yes
5108	Eriogonum fasciculatum var. fasciculatum	0	400	yes	yes
5109	Eriogonum fasciculatum var. flavoviride	200	1300	no	yes
5110	Eriogonum fasciculatum var. foliolosum	0	1600	no	yes
5111	Eriogonum fasciculatum var. polifolium	60	2300	no	yes
5112	Eriogonum foliosum	1200	2200	yes	yes
5113	Eriogonum giganteum	0	450	no	yes
5114	Eriogonum giganteum var. compactum	0	300	yes	yes
5115	Eriogonum giganteum var. formosum	0	100	yes	yes
5116	Eriogonum giganteum var. giganteum	0	450	yes	yes
5117	Eriogonum gilmanii	1800	2000	no	yes
5118	Eriogonum glandulosum	800	1600	no	yes
5119	Eriogonum gossypinum	100	500	yes	yes
5120	Eriogonum gracile	0	1900	no	yes
