id	taxon	trait	value	units	created.by	created.date
3114	Astragalus jaegerianus	Low elevation	900	m	D. Ackerly	7/21/06
3115	Astragalus johannis-howellii	Low elevation	2100	m	D. Ackerly	7/21/06
3116	Astragalus kentrophyta	Low elevation	2200	m	D. Ackerly	7/21/06
3117	Astragalus kentrophyta var. danaus	Low elevation	3000	m	D. Ackerly	7/21/06
3118	Astragalus kentrophyta var. elatus	Low elevation	2900	m	D. Ackerly	7/21/06
3119	Astragalus kentrophyta var. tegetarius	Low elevation	2700	m	D. Ackerly	7/21/06
3120	Astragalus layneae	Low elevation	400	m	D. Ackerly	7/21/06
3121	Astragalus lemmonii	Low elevation	1300	m	D. Ackerly	7/21/06
3122	Astragalus lentiformis	Low elevation	1500	m	D. Ackerly	7/21/06
3123	Astragalus lentiginosus	Low elevation	0	m	D. Ackerly	7/21/06
3124	Astragalus lentiginosus var. albifolius	Low elevation	600	m	D. Ackerly	7/21/06
3125	Astragalus lentiginosus var. antonius	Low elevation	1500	m	D. Ackerly	7/21/06
3126	Astragalus lentiginosus var. borreganus	Low elevation	0	m	D. Ackerly	7/21/06
3127	Astragalus lentiginosus var. coachellae	Low elevation	0	m	D. Ackerly	7/21/06
3128	Astragalus lentiginosus var. floribundus	Low elevation	1100	m	D. Ackerly	7/21/06
3129	Astragalus lentiginosus var. fremontii	Low elevation	900	m	D. Ackerly	7/21/06
3130	Astragalus lentiginosus var. idriensis	Low elevation	600	m	D. Ackerly	7/21/06
3131	Astragalus lentiginosus var. ineptus	Low elevation	2000	m	D. Ackerly	7/21/06
3132	Astragalus lentiginosus var. kernensis	Low elevation	2300	m	D. Ackerly	7/21/06
3133	Astragalus lentiginosus var. lentiginosus	Low elevation	900	m	D. Ackerly	7/21/06
3134	Astragalus lentiginosus var. micans	Low elevation	800	m	D. Ackerly	7/21/06
3135	Astragalus lentiginosus var. nigricalycis	Low elevation	100	m	D. Ackerly	7/21/06
3136	Astragalus lentiginosus var. piscinensis	Low elevation	1200	m	D. Ackerly	7/21/06
3137	Astragalus lentiginosus var. platyphyllidius	Low elevation	1000	m	D. Ackerly	7/21/06
3138	Astragalus lentiginosus var. salinus	Low elevation	1000	m	D. Ackerly	7/21/06
3139	Astragalus lentiginosus var. semotus	Low elevation	2400	m	D. Ackerly	7/21/06
3140	Astragalus lentiginosus var. sesquimetralis	Low elevation	900	m	D. Ackerly	7/21/06
3141	Astragalus lentiginosus var. sierrae	Low elevation	1800	m	D. Ackerly	7/21/06
3142	Astragalus lentiginosus var. variabilis	Low elevation	100	m	D. Ackerly	7/21/06
3143	Astragalus leucolobus	Low elevation	1700	m	D. Ackerly	7/21/06
3144	Astragalus macrodon	Low elevation	300	m	D. Ackerly	7/21/06
3145	Astragalus magdalenae var. peirsonii	Low elevation	0	m	D. Ackerly	7/21/06
3146	Astragalus malacus	Low elevation	1000	m	D. Ackerly	7/21/06
3147	Astragalus miguelensis	Low elevation	0	m	D. Ackerly	7/21/06
3148	Astragalus minthorniae var. villosus	Low elevation	1300	m	D. Ackerly	7/21/06
3149	Astragalus mohavensis	Low elevation	700	m	D. Ackerly	7/21/06
3150	Astragalus mohavensis var. hemigyrus	Low elevation	1200	m	D. Ackerly	7/21/06
3151	Astragalus mohavensis var. mohavensis	Low elevation	700	m	D. Ackerly	7/21/06
3152	Astragalus monoensis	Low elevation	2200	m	D. Ackerly	7/21/06
3153	Astragalus nevinii	Low elevation	0	m	D. Ackerly	7/21/06
3154	Astragalus newberryi var. newberryi	Low elevation	1300	m	D. Ackerly	7/21/06
3155	Astragalus nutans	Low elevation	400	m	D. Ackerly	7/21/06
3156	Astragalus nuttallianus	Low elevation	0	m	D. Ackerly	7/21/06
3157	Astragalus nuttallianus var. austrinus	Low elevation	600	m	D. Ackerly	7/21/06
3158	Astragalus nuttallianus var. cedrosensis	Low elevation	0	m	D. Ackerly	7/21/06
3159	Astragalus nuttallianus var. imperfectus	Low elevation	300	m	D. Ackerly	7/21/06
3160	Astragalus nuttallii	Low elevation	0	m	D. Ackerly	7/21/06
3161	Astragalus nuttallii var. nuttallii	Low elevation	0	m	D. Ackerly	7/21/06
3162	Astragalus nuttallii var. virgatus	Low elevation	0	m	D. Ackerly	7/21/06
3163	Astragalus obscurus	Low elevation	800	m	D. Ackerly	7/21/06
3164	Astragalus oocarpus	Low elevation	600	m	D. Ackerly	7/21/06
3165	Astragalus oophorus	Low elevation	1500	m	D. Ackerly	7/21/06
3166	Astragalus oophorus var. lavinii	Low elevation	2400	m	D. Ackerly	7/21/06
3167	Astragalus oophorus var. oophorus	Low elevation	1500	m	D. Ackerly	7/21/06
3168	Astragalus oxyphysus	Low elevation	100	m	D. Ackerly	7/21/06
3169	Astragalus pachypus	Low elevation	500	m	D. Ackerly	7/21/06
3170	Astragalus pachypus var. jaegeri	Low elevation	500	m	D. Ackerly	7/21/06
3171	Astragalus pachypus var. pachypus	Low elevation	500	m	D. Ackerly	7/21/06
3172	Astragalus palmeri	Low elevation	100	m	D. Ackerly	7/21/06
3173	Astragalus panamintensis	Low elevation	1200	m	D. Ackerly	7/21/06
3174	Astragalus pauperculus	Low elevation	100	m	D. Ackerly	7/21/06
3175	Astragalus platytropis	Low elevation	2800	m	D. Ackerly	7/21/06
3176	Astragalus pomonensis	Low elevation	0	m	D. Ackerly	7/21/06
3177	Astragalus preussii	Low elevation	700	m	D. Ackerly	7/21/06
3178	Astragalus preussii var. laxiflorus	Low elevation	600	m	D. Ackerly	7/21/06
3179	Astragalus preussii var. preussii	Low elevation	700	m	D. Ackerly	7/21/06
3180	Astragalus pseudiodanthus	Low elevation	1900	m	D. Ackerly	7/21/06
3181	Astragalus pulsiferae	Low elevation	1300	m	D. Ackerly	7/21/06
3182	Astragalus pulsiferae var. pulsiferae	Low elevation	1300	m	D. Ackerly	7/21/06
3183	Astragalus pulsiferae var. suksdorfii	Low elevation	1200	m	D. Ackerly	7/21/06
3184	Astragalus purshii	Low elevation	400	m	D. Ackerly	7/21/06
3185	Astragalus purshii var. lagopinus	Low elevation	900	m	D. Ackerly	7/21/06
3186	Astragalus purshii var. lectulus	Low elevation	1800	m	D. Ackerly	7/21/06
3187	Astragalus purshii var. purshii	Low elevation	1000	m	D. Ackerly	7/21/06
3188	Astragalus purshii var. tinctus	Low elevation	400	m	D. Ackerly	7/21/06
3189	Astragalus pycnostachyus	Low elevation	0	m	D. Ackerly	7/21/06
3190	Astragalus pycnostachyus var. lanosissimus	Low elevation	0	m	D. Ackerly	7/21/06
3191	Astragalus pycnostachyus var. pycnostachyus	Low elevation	0	m	D. Ackerly	7/21/06
3192	Astragalus rattanii	Low elevation	0	m	D. Ackerly	7/21/06
3193	Astragalus rattanii var. jepsonianus	Low elevation	300	m	D. Ackerly	7/21/06
3194	Astragalus rattanii var. rattanii	Low elevation	0	m	D. Ackerly	7/21/06
3195	Astragalus ravenii	Low elevation	3400	m	D. Ackerly	7/21/06
3196	Astragalus sabulonum	Low elevation	0	m	D. Ackerly	7/21/06
3197	Astragalus sepultipes	Low elevation	1800	m	D. Ackerly	7/21/06
3198	Astragalus serenoi var. shockleyi	Low elevation	1500	m	D. Ackerly	7/21/06
3199	Astragalus shevockii	Low elevation	1800	m	D. Ackerly	7/21/06
3200	Astragalus subvestitus	Low elevation	2400	m	D. Ackerly	7/21/06
3201	Astragalus tener	Low elevation	0	m	D. Ackerly	7/21/06
3202	Astragalus tener var. ferrisiae	Low elevation	0	m	D. Ackerly	7/21/06
3203	Astragalus tener var. tener	Low elevation	0	m	D. Ackerly	7/21/06
3204	Astragalus tener var. titi	Low elevation	0	m	D. Ackerly	7/21/06
3205	Astragalus tephrodes var. brachylobus	Low elevation	100	m	D. Ackerly	7/21/06
3206	Astragalus tidestromii	Low elevation	600	m	D. Ackerly	7/21/06
3207	Astragalus traskiae	Low elevation	0	m	D. Ackerly	7/21/06
3208	Astragalus tricarinatus	Low elevation	450	m	D. Ackerly	7/21/06
3209	Astragalus trichopodus	Low elevation	0	m	D. Ackerly	7/21/06
3210	Astragalus trichopodus var. lonchus	Low elevation	0	m	D. Ackerly	7/21/06
3211	Astragalus trichopodus var. phoxus	Low elevation	0	m	D. Ackerly	7/21/06
3212	Astragalus trichopodus var. trichopodus	Low elevation	0	m	D. Ackerly	7/21/06
3213	Astragalus umbraticus	Low elevation	200	m	D. Ackerly	7/21/06
3214	Astragalus webberi	Low elevation	800	m	D. Ackerly	7/21/06
3215	Astragalus whitneyi	Low elevation	800	m	D. Ackerly	7/21/06
3216	Astragalus whitneyi var. confusus	Low elevation	1300	m	D. Ackerly	7/21/06
3217	Astragalus whitneyi var. lenophyllus	Low elevation	2600	m	D. Ackerly	7/21/06
3218	Astragalus whitneyi var. siskiyouensis	Low elevation	700	m	D. Ackerly	7/21/06
3219	Astragalus whitneyi var. whitneyi	Low elevation	2000	m	D. Ackerly	7/21/06
3220	Caesalpinia gilliesii	Low elevation	0	m	D. Ackerly	7/21/06
3221	Caesalpinia spinosa	Low elevation	0	m	D. Ackerly	7/21/06
3222	Caesalpinia virgata	Low elevation	100	m	D. Ackerly	7/21/06
3223	Calliandra eriophylla	Low elevation	1500	m	D. Ackerly	7/21/06
3224	Caragana arborescens	Low elevation	1200	m	D. Ackerly	7/21/06
3225	Cercidium floridum ssp. floridum	Low elevation	1100	m	D. Ackerly	7/21/06
3226	Cercidium microphyllum	Low elevation	600	m	D. Ackerly	7/21/06
3227	Cercis occidentalis	Low elevation	100	m	D. Ackerly	7/21/06
3228	Chamaecytisus proliferus	Low elevation	0	m	D. Ackerly	7/21/06
3229	Colutea arborescens	Low elevation	0	m	D. Ackerly	7/21/06
3230	Cytisus multiflorus	Low elevation	100	m	D. Ackerly	7/21/06
3231	Cytisus scoparius	Low elevation	0	m	D. Ackerly	7/21/06
3232	Cytisus striatus	Low elevation	0	m	D. Ackerly	7/21/06
3233	Dalea mollis	Low elevation	0	m	D. Ackerly	7/21/06
3234	Dalea mollissima	Low elevation	0	m	D. Ackerly	7/21/06
3235	Dalea ornata	Low elevation	1600	m	D. Ackerly	7/21/06
3236	Dalea searlsiae	Low elevation	1200	m	D. Ackerly	7/21/06
3237	Genista canariensis	Low elevation	0	m	D. Ackerly	7/21/06
3238	Genista linifolia	Low elevation	0	m	D. Ackerly	7/21/06
3239	Genista maderensis	Low elevation	0	m	D. Ackerly	7/21/06
3240	Genista monspessulana	Low elevation	0	m	D. Ackerly	7/21/06
3241	Genista stenopetala	Low elevation	0	m	D. Ackerly	7/21/06
3242	Glycyrrhiza glabra	Low elevation	0	m	D. Ackerly	7/21/06
3243	Glycyrrhiza lepidota	Low elevation	0	m	D. Ackerly	7/21/06
3244	Halimodendron halodendron	Low elevation	0	m	D. Ackerly	7/21/06
3245	Hoffmannseggia glauca	Low elevation	0	m	D. Ackerly	7/21/06
3246	Hoita macrostachya	Low elevation	0	m	D. Ackerly	7/21/06
3247	Hoita orbicularis	Low elevation	0	m	D. Ackerly	7/21/06
3248	Hoita strobilina	Low elevation	0	m	D. Ackerly	7/21/06
3249	Lathyrus angulatus	Low elevation	0	m	D. Ackerly	7/21/06
3250	Lathyrus aphaca	Low elevation	0	m	D. Ackerly	7/21/06
3251	Lathyrus biflorus	Low elevation	1300	m	D. Ackerly	7/21/06
3252	Lathyrus brownii	Low elevation	1000	m	D. Ackerly	7/21/06
3253	Lathyrus cicera	Low elevation	0	m	D. Ackerly	7/21/06
3254	Lathyrus delnorticus	Low elevation	200	m	D. Ackerly	7/21/06
3255	Lathyrus glandulosus	Low elevation	0	m	D. Ackerly	7/21/06
3256	Lathyrus hirsutus	Low elevation	0	m	D. Ackerly	7/21/06
3257	Lathyrus hitchcockianus	Low elevation	1400	m	D. Ackerly	7/21/06
3258	Lathyrus japonicus	Low elevation	0	m	D. Ackerly	7/21/06
3259	Lathyrus jepsonii	Low elevation	0	m	D. Ackerly	7/21/06
3260	Lathyrus jepsonii var. californicus	Low elevation	0	m	D. Ackerly	7/21/06
3261	Lathyrus jepsonii var. jepsonii	Low elevation	0	m	D. Ackerly	7/21/06
3262	Lathyrus lanszwertii	Low elevation	200	m	D. Ackerly	7/21/06
3263	Lathyrus lanszwertii var. aridus	Low elevation	1200	m	D. Ackerly	7/21/06
3264	Lathyrus lanszwertii var. lanszwertii	Low elevation	1200	m	D. Ackerly	7/21/06
3265	Lathyrus lanszwertii var. tracyi	Low elevation	200	m	D. Ackerly	7/21/06
3266	Lathyrus latifolius	Low elevation	0	m	D. Ackerly	7/21/06
3267	Lathyrus littoralis	Low elevation	0	m	D. Ackerly	7/21/06
3268	Lathyrus nevadensis var. nevadensis	Low elevation	400	m	D. Ackerly	7/21/06
3269	Lathyrus odoratus	Low elevation	0	m	D. Ackerly	7/21/06
3270	Lathyrus palustris	Low elevation	0	m	D. Ackerly	7/21/06
3271	Lathyrus polyphyllus	Low elevation	0	m	D. Ackerly	7/21/06
3272	Lathyrus rigidus	Low elevation	800	m	D. Ackerly	7/21/06
3273	Lathyrus sphaericus	Low elevation	0	m	D. Ackerly	7/21/06
3274	Lathyrus splendens	Low elevation	0	m	D. Ackerly	7/21/06
3275	Lathyrus sulphureus	Low elevation	600	m	D. Ackerly	7/21/06
3276	Lathyrus tingitanus	Low elevation	0	m	D. Ackerly	7/21/06
3277	Lathyrus torreyi	Low elevation	0	m	D. Ackerly	7/21/06
3278	Lathyrus vestitus	Low elevation	0	m	D. Ackerly	7/21/06
3279	Lathyrus vestitus var. alefeldii	Low elevation	0	m	D. Ackerly	7/21/06
3280	Lathyrus vestitus var. ochropetalus	Low elevation	0	m	D. Ackerly	7/21/06
3281	Lathyrus vestitus var. vestitus	Low elevation	0	m	D. Ackerly	7/21/06
3282	Lens culinaris	Low elevation	0	m	D. Ackerly	7/21/06
3283	Lotus aboriginus	Low elevation	0	m	D. Ackerly	7/21/06
3284	Lotus angustissimus	Low elevation	0	m	D. Ackerly	7/21/06
3285	Lotus argophyllus	Low elevation	0	m	D. Ackerly	7/21/06
3286	Lotus argophyllus var. adsurgens	Low elevation	0	m	D. Ackerly	7/21/06
3287	Lotus argophyllus var. argenteus	Low elevation	0	m	D. Ackerly	7/21/06
3288	Lotus argophyllus var. argophyllus	Low elevation	0	m	D. Ackerly	7/21/06
3289	Lotus argophyllus var. fremontii	Low elevation	600	m	D. Ackerly	7/21/06
3290	Lotus argophyllus var. niveus	Low elevation	0	m	D. Ackerly	7/21/06
3291	Lotus argyraeus	Low elevation	1200	m	D. Ackerly	7/21/06
3292	Lotus argyraeus var. argyraeus	Low elevation	1500	m	D. Ackerly	7/21/06
3293	Lotus argyraeus var. multicaulis	Low elevation	1200	m	D. Ackerly	7/21/06
3294	Lotus argyraeus var. notitius	Low elevation	1200	m	D. Ackerly	7/21/06
3295	Lotus benthamii	Low elevation	0	m	D. Ackerly	7/21/06
3296	Lotus corniculatus	Low elevation	0	m	D. Ackerly	7/21/06
3297	Lotus crassifolius	Low elevation	300	m	D. Ackerly	7/21/06
3298	Lotus crassifolius var. crassifolius	Low elevation	300	m	D. Ackerly	7/21/06
3299	Lotus crassifolius var. otayensis	Low elevation	800	m	D. Ackerly	7/21/06
3300	Lotus dendroideus	Low elevation	0	m	D. Ackerly	7/21/06
3301	Lotus dendroideus var. dendroideus	Low elevation	0	m	D. Ackerly	7/21/06
3302	Lotus dendroideus var. traskiae	Low elevation	0	m	D. Ackerly	7/21/06
3303	Lotus dendroideus var. veatchii	Low elevation	0	m	D. Ackerly	7/21/06
3304	Lotus denticulatus	Low elevation	0	m	D. Ackerly	7/21/06
3305	Lotus formosissimus	Low elevation	0	m	D. Ackerly	7/21/06
3306	Lotus grandiflorus	Low elevation	300	m	D. Ackerly	7/21/06
3307	Lotus grandiflorus var. grandiflorus	Low elevation	300	m	D. Ackerly	7/21/06
3308	Lotus grandiflorus var. macranthus	Low elevation	900	m	D. Ackerly	7/21/06
3309	Lotus hamatus	Low elevation	0	m	D. Ackerly	7/21/06
3310	Lotus haydonii	Low elevation	600	m	D. Ackerly	7/21/06
3311	Lotus heermannii	Low elevation	0	m	D. Ackerly	7/21/06
3312	Lotus heermannii var. heermannii	Low elevation	0	m	D. Ackerly	7/21/06
3313	Lotus heermannii var. orbicularis	Low elevation	0	m	D. Ackerly	7/21/06
3314	Lotus humistratus	Low elevation	0	m	D. Ackerly	7/21/06
3315	Lotus incanus	Low elevation	800	m	D. Ackerly	7/21/06
3316	Lotus junceus	Low elevation	0	m	D. Ackerly	7/21/06
3317	Lotus junceus var. biolettii	Low elevation	0	m	D. Ackerly	7/21/06
3318	Lotus junceus var. junceus	Low elevation	0	m	D. Ackerly	7/21/06
3319	Lotus micranthus	Low elevation	0	m	D. Ackerly	7/21/06
3320	Lotus nevadensis	Low elevation	800	m	D. Ackerly	7/21/06
3321	Lotus nevadensis var. davidsonii	Low elevation	1200	m	D. Ackerly	7/21/06
3322	Lotus nevadensis var. nevadensis	Low elevation	800	m	D. Ackerly	7/21/06
3323	Lotus nuttallianus	Low elevation	0	m	D. Ackerly	7/21/06
3324	Lotus oblongifolius	Low elevation	200	m	D. Ackerly	7/21/06
3325	Lotus oblongifolius var. cupreus	Low elevation	2400	m	D. Ackerly	7/21/06
3326	Lotus oblongifolius var. oblongifolius	Low elevation	200	m	D. Ackerly	7/21/06
3327	Lotus pinnatus	Low elevation	600	m	D. Ackerly	7/21/06
3328	Lotus procumbens	Low elevation	0	m	D. Ackerly	7/21/06
3329	Lotus procumbens var. jepsonii	Low elevation	1800	m	D. Ackerly	7/21/06
3330	Lotus procumbens var. procumbens	Low elevation	0	m	D. Ackerly	7/21/06
3331	Lotus purshianus var. purshianus	Low elevation	0	m	D. Ackerly	7/21/06
3332	Lotus rigidus	Low elevation	0	m	D. Ackerly	7/21/06
3333	Lotus rubriflorus	Low elevation	200	m	D. Ackerly	7/21/06
3334	Lotus salsuginosus	Low elevation	0	m	D. Ackerly	7/21/06
3335	Lotus salsuginosus var. brevivexillus	Low elevation	0	m	D. Ackerly	7/21/06
3336	Lotus salsuginosus var. salsuginosus	Low elevation	0	m	D. Ackerly	7/21/06
3337	Lotus scoparius	Low elevation	0	m	D. Ackerly	7/21/06
3338	Lotus scoparius var. brevialatus	Low elevation	0	m	D. Ackerly	7/21/06
3339	Lotus scoparius var. scoparius	Low elevation	0	m	D. Ackerly	7/21/06
3340	Lotus stipularis	Low elevation	200	m	D. Ackerly	7/21/06
3341	Lotus stipularis var. ottleyi	Low elevation	600	m	D. Ackerly	7/21/06
3342	Lotus stipularis var. stipularis	Low elevation	200	m	D. Ackerly	7/21/06
3343	Lotus strigosus	Low elevation	0	m	D. Ackerly	7/21/06
3344	Lotus uliginosus	Low elevation	0	m	D. Ackerly	7/21/06
3345	Lotus wrangelianus	Low elevation	0	m	D. Ackerly	7/21/06
3346	Lotus yollabolliensis	Low elevation	1700	m	D. Ackerly	7/21/06
3347	Lupinus adsurgens	Low elevation	500	m	D. Ackerly	7/21/06
3348	Lupinus affinis	Low elevation	0	m	D. Ackerly	7/21/06
3349	Lupinus albicaulis	Low elevation	500	m	D. Ackerly	7/21/06
3350	Lupinus albifrons	Low elevation	0	m	D. Ackerly	7/21/06
3351	Lupinus albifrons var. abramsii	Low elevation	600	m	D. Ackerly	7/21/06
3352	Lupinus albifrons var. albifrons	Low elevation	0	m	D. Ackerly	7/21/06
3353	Lupinus albifrons var. collinus	Low elevation	0	m	D. Ackerly	7/21/06
3354	Lupinus albifrons var. douglasii	Low elevation	0	m	D. Ackerly	7/21/06
3355	Lupinus andersonii	Low elevation	1500	m	D. Ackerly	7/21/06
3356	Lupinus angustiflorus	Low elevation	1000	m	D. Ackerly	7/21/06
3357	Lupinus antoninus	Low elevation	2000	m	D. Ackerly	7/21/06
3358	Lupinus apertus	Low elevation	1500	m	D. Ackerly	7/21/06
3359	Lupinus arboreus	Low elevation	0	m	D. Ackerly	7/21/06
3360	Lupinus arbustus	Low elevation	1500	m	D. Ackerly	7/21/06
3361	Lupinus argenteus	Low elevation	1000	m	D. Ackerly	7/21/06
3362	Lupinus argenteus var. argenteus	Low elevation	1000	m	D. Ackerly	7/21/06
3363	Lupinus argenteus var. heteranthus	Low elevation	1000	m	D. Ackerly	7/21/06
3364	Lupinus argenteus var. meionanthus	Low elevation	1500	m	D. Ackerly	7/21/06
3365	Lupinus argenteus var. montigenus	Low elevation	2500	m	D. Ackerly	7/21/06
3366	Lupinus argenteus var. palmeri	Low elevation	2000	m	D. Ackerly	7/21/06
3367	Lupinus arizonicus	Low elevation	0	m	D. Ackerly	7/21/06
3368	Lupinus benthamii	Low elevation	0	m	D. Ackerly	7/21/06
3369	Lupinus bicolor	Low elevation	0	m	D. Ackerly	7/21/06
3370	Lupinus brevicaulis	Low elevation	0	m	D. Ackerly	7/21/06
3371	Lupinus breweri	Low elevation	1000	m	D. Ackerly	7/21/06
3372	Lupinus breweri var. breweri	Low elevation	1000	m	D. Ackerly	7/21/06
3373	Lupinus breweri var. bryoides	Low elevation	2500	m	D. Ackerly	7/21/06
3374	Lupinus breweri var. grandiflorus	Low elevation	2000	m	D. Ackerly	7/21/06
3375	Lupinus cervinus	Low elevation	500	m	D. Ackerly	7/21/06
3376	Lupinus chamissonis	Low elevation	0	m	D. Ackerly	7/21/06
3377	Lupinus citrinus	Low elevation	400	m	D. Ackerly	7/21/06
3378	Lupinus citrinus var. citrinus	Low elevation	600	m	D. Ackerly	7/21/06
3379	Lupinus citrinus var. deflexus	Low elevation	400	m	D. Ackerly	7/21/06
3380	Lupinus concinnus	Low elevation	0	m	D. Ackerly	7/21/06
3381	Lupinus constancei	Low elevation	1500	m	D. Ackerly	7/21/06
3382	Lupinus covillei	Low elevation	2500	m	D. Ackerly	7/21/06
3383	Lupinus croceus	Low elevation	900	m	D. Ackerly	7/21/06
3384	Lupinus dalesiae	Low elevation	1000	m	D. Ackerly	7/21/06
3385	Lupinus duranii	Low elevation	2000	m	D. Ackerly	7/21/06
3386	Lupinus elatus	Low elevation	1500	m	D. Ackerly	7/21/06
3387	Lupinus elmeri	Low elevation	1500	m	D. Ackerly	7/21/06
3388	Lupinus excubitus	Low elevation	0	m	D. Ackerly	7/21/06
3389	Lupinus excubitus var. austromontanus	Low elevation	1000	m	D. Ackerly	7/21/06
3390	Lupinus excubitus var. excubitus	Low elevation	0	m	D. Ackerly	7/21/06
3391	Lupinus excubitus var. hallii	Low elevation	0	m	D. Ackerly	7/21/06
3392	Lupinus excubitus var. johnstonii	Low elevation	1500	m	D. Ackerly	7/21/06
3393	Lupinus excubitus var. medius	Low elevation	0	m	D. Ackerly	7/21/06
3394	Lupinus flavoculatus	Low elevation	0	m	D. Ackerly	7/21/06
3395	Lupinus formosus	Low elevation	0	m	D. Ackerly	7/21/06
3396	Lupinus formosus var. formosus	Low elevation	0	m	D. Ackerly	7/21/06
3397	Lupinus formosus var. robustus	Low elevation	0	m	D. Ackerly	7/21/06
3398	Lupinus fulcratus	Low elevation	1500	m	D. Ackerly	7/21/06
3399	Lupinus gracilentus	Low elevation	2500	m	D. Ackerly	7/21/06
3400	Lupinus grayi	Low elevation	500	m	D. Ackerly	7/21/06
3401	Lupinus guadalupensis	Low elevation	0	m	D. Ackerly	7/21/06
3402	Lupinus hirsutissimus	Low elevation	0	m	D. Ackerly	7/21/06
3403	Lupinus holmgrenianus	Low elevation	1500	m	D. Ackerly	7/21/06
3404	Lupinus hyacinthinus	Low elevation	2000	m	D. Ackerly	7/21/06
3405	Lupinus lapidicola	Low elevation	1500	m	D. Ackerly	7/21/06
3406	Lupinus latifolius	Low elevation	0	m	D. Ackerly	7/21/06
3407	Lupinus latifolius var. barbatus	Low elevation	1500	m	D. Ackerly	7/21/06
3408	Lupinus latifolius var. columbianus	Low elevation	1000	m	D. Ackerly	7/21/06
3409	Lupinus latifolius var. dudleyi	Low elevation	0	m	D. Ackerly	7/21/06
3410	Lupinus latifolius var. latifolius	Low elevation	0	m	D. Ackerly	7/21/06
3411	Lupinus latifolius var. parishii	Low elevation	0	m	D. Ackerly	7/21/06
3412	Lupinus latifolius var. viridifolius	Low elevation	1000	m	D. Ackerly	7/21/06
3413	Lupinus lepidus	Low elevation	1500	m	D. Ackerly	7/21/06
3414	Lupinus lepidus var. confertus	Low elevation	1500	m	D. Ackerly	7/21/06
3415	Lupinus lepidus var. culbertsonii	Low elevation	2500	m	D. Ackerly	7/21/06
3416	Lupinus lepidus var. lobbii	Low elevation	2000	m	D. Ackerly	7/21/06
3417	Lupinus lepidus var. ramosus	Low elevation	3000	m	D. Ackerly	7/21/06
3418	Lupinus lepidus var. sellulus	Low elevation	500	m	D. Ackerly	7/21/06
3419	Lupinus lepidus var. utahensis	Low elevation	1500	m	D. Ackerly	7/21/06
3420	Lupinus leucophyllus	Low elevation	500	m	D. Ackerly	7/21/06
3421	Lupinus littoralis	Low elevation	0	m	D. Ackerly	7/21/06
3422	Lupinus longifolius	Low elevation	0	m	D. Ackerly	7/21/06
