id	taxon	LowEl	HighEl
2715	Dudleya abramsii ssp. abramsii	700	1800
2716	Dudleya abramsii ssp. affinis	1800	2600
2717	Dudleya abramsii ssp. bettinae	0	200
2718	Dudleya abramsii ssp. murina	100	300
2719	Dudleya abramsii ssp. parva	0	500
2720	Dudleya attenuata ssp. orcuttii	0	100
2721	Dudleya blochmaniae	0	500
2722	Dudleya blochmaniae ssp. blochmaniae	0	500
2723	Dudleya blochmaniae ssp. brevifolia	0	300
2724	Dudleya blochmaniae ssp. insularis	0	100
2725	Dudleya caespitosa	0	100
2726	Dudleya calcicola	500	2600
2727	Dudleya candelabrum	0	400
2728	Dudleya cymosa	0	2700
2729	Dudleya cymosa ssp. costafolia	1400	1600
2730	Dudleya cymosa ssp. crebrifolia	300	500
2731	Dudleya cymosa ssp. cymosa	100	2700
2732	Dudleya cymosa ssp. marcescens	100	500
2733	Dudleya cymosa ssp. ovatifolia	100	500
2734	Dudleya cymosa ssp. paniculata	0	1200
2735	Dudleya cymosa ssp. pumila	0	2600
2736	Dudleya densiflora	300	600
2737	Dudleya edulis	0	1300
2738	Dudleya farinosa	0	200
2739	Dudleya greenei	0	200
2740	Dudleya hassei	0	400
2741	Dudleya lanceolata	0	1300
2742	Dudleya multicaulis	0	600
2743	Dudleya nesiotica	0	100
2744	Dudleya palmeri	0	100
2745	Dudleya pulverulenta	0	1500
2746	Dudleya pulverulenta ssp. arizonica	600	1500
2747	Dudleya pulverulenta ssp. pulverulenta	0	1000
2748	Dudleya saxosa	200	2200
2749	Dudleya saxosa ssp. aloides	200	1700
2750	Dudleya saxosa ssp. saxosa	1100	2200
2751	Dudleya setchellii	100	300
2752	Dudleya stolonifera	0	300
2753	Dudleya traskiae	0	200
2754	Dudleya variegata	0	300
2755	Dudleya verityi	0	200
2756	Dudleya virens	0	400
2757	Dudleya viscida	0	500
2758	Parvisedum congdonii	0	1500
2759	Parvisedum leiocarpum	500	600
2760	Parvisedum pentandrum	300	700
2761	Parvisedum pumilum	0	1200
2762	Sedum albomarginatum	300	900
2763	Sedum divergens	1600	2000
2764	Sedum eastwoodiae	600	1200
2765	Sedum lanceolatum	1800	2800
2766	Sedum laxum	0	2000
2767	Sedum laxum ssp. flavidum	800	2000
2768	Sedum laxum ssp. heckneri	100	1800
2769	Sedum laxum ssp. laxum	0	2000
2770	Sedum niveum	2200	3000
2771	Sedum oblanceolatum	400	2000
2772	Sedum obtusatum	400	3700
2773	Sedum obtusatum ssp. boreale	1400	2000
2774	Sedum obtusatum ssp. obtusatum	1200	3700
2775	Sedum obtusatum ssp. retusum	400	2300
2776	Sedum oreganum	1100	1800
2777	Sedum oregonense	900	2200
2778	Sedum paradisum	300	1400
2779	Sedum radiatum	0	2100
2780	Sedum roseum ssp. integrifolium	1800	4000
2781	Sedum spathulifolium	0	2500
2782	Sedum stenopetalum	1400	2600
2783	Crossosoma bigelovii	0	1300
2784	Crossosoma californicum	0	500
2785	Glossopetalon pungens	1700	2000
2786	Glossopetalon spinescens	800	2200
2787	Brandegea bigelovii	0	900
2788	Bryonia dioica	0	100
2789	Citrullus colocynthis var. lanatus	0	300
2790	Cucumis melo var. dudaim	0	200
2791	Cucumis myriocarpus	0	300
2792	Cucurbita digitata	0	1200
2793	Cucurbita foetidissima	0	1300
2794	Cucurbita palmata	0	1300
2795	Marah fabaceus	0	1600
2796	Marah horridus	0	1000
2797	Marah macrocarpus	0	900
2798	Marah macrocarpus var. macrocarpus	0	900
2799	Marah macrocarpus var. major	0	900
2800	Marah oreganus	0	1800
2801	Marah watsonii	0	1200
2802	Cuscuta approximata	0	1500
2803	Cuscuta californica	0	2500
2804	Cuscuta californica var. apiculata	0	500
2805	Cuscuta californica var. breviflora	0	2500
2806	Cuscuta californica var. californica	0	2500
2807	Cuscuta californica var. papillosa	0	1500
2808	Cuscuta cephalanthi	0	3000
2809	Cuscuta denticulata	0	1300
2810	Cuscuta howelliana	0	100
2811	Cuscuta indecora	0	1500
2812	Cuscuta indecora var. indecora	0	1500
2813	Cuscuta indecora var. neuropetala	0	1500
2814	Cuscuta pentagona	0	500
2815	Cuscuta salina	100	4100
2816	Cuscuta salina var. major	100	4100
2817	Cuscuta salina var. papillata	0	100
2818	Cuscuta salina var. salina	100	4100
2819	Cuscuta subinclusa	0	1600
2820	Datisca glomerata	0	2000
2821	Dipsacus fullonum	0	1700
2822	Dipsacus sativus	0	800
2823	Scabiosa atropurpurea	0	600
2824	Scabiosa stellata	0	300
2825	Drosera anglica	1300	2000
2826	Drosera rotundifolia	0	2000
2827	Elaeagnus angustifolia	0	1500
2828	Shepherdia argentea	1000	2000
2829	Bergia texana	0	200
2830	Elatine ambigua	0	100
2831	Elatine brachysperma	0	500
2832	Elatine californica	0	1900
2833	Elatine chilensis	600	1700
2834	Elatine heterandra	1000	1500
2835	Elatine rubella	0	500
2836	Empetrum nigrum	0	200
2837	Allotropa virgata	0	3000
2838	Arbutus menziesii	100	1500
2839	Arctostaphylos andersonii	0	700
2840	Arctostaphylos auriculata	100	700
2841	Arctostaphylos bakeri	200	600
2842	Arctostaphylos bakeri ssp. bakeri	200	300
2843	Arctostaphylos bakeri ssp. sublaevis	300	600
2844	Arctostaphylos canescens	200	1500
2845	Arctostaphylos canescens ssp. canescens	400	1500
2846	Arctostaphylos canescens ssp. sonomensis	200	1500
2847	Arctostaphylos catalinae	300	600
2848	Arctostaphylos columbiana	0	800
2849	Arctostaphylos confertiflora	0	500
2850	Arctostaphylos cruzensis	0	200
2851	Arctostaphylos densiflora	100	4100
2852	Arctostaphylos edmundsii	0	100
2853	Arctostaphylos gabrielensis	1500	4100
2854	Arctostaphylos glandulosa	0	2200
2855	Arctostaphylos glandulosa ssp. adamsii	200	2200
2856	Arctostaphylos glandulosa ssp. crassifolia	0	100
2857	Arctostaphylos glandulosa ssp. glandulosa	300	1900
2858	Arctostaphylos glandulosa ssp. glaucomollis	600	1800
2859	Arctostaphylos glandulosa ssp. mollis	700	2000
2860	Arctostaphylos glandulosa ssp. zacaensis	300	1800
2861	Arctostaphylos glauca	0	1400
2862	Arctostaphylos glutinosa	400	500
2863	Arctostaphylos hispidula	300	600
2864	Arctostaphylos hookeri	0	600
2865	Arctostaphylos hookeri ssp. franciscana	0	300
2866	Arctostaphylos hookeri ssp. hearstiorum	0	200
2867	Arctostaphylos hookeri ssp. hookeri	0	300
2868	Arctostaphylos hookeri ssp. montana	200	600
2869	Arctostaphylos hookeri ssp. ravenii	0	200
2870	Arctostaphylos hooveri	700	1000
2871	Arctostaphylos imbricata	200	400
2872	Arctostaphylos insularis	0	400
2873	Arctostaphylos klamathensis	1600	2000
2874	Arctostaphylos luciana	500	700
2875	Arctostaphylos malloryi	800	1200
2876	Arctostaphylos manzanita	0	1500
2877	Arctostaphylos manzanita ssp. elegans	600	1400
2878	Arctostaphylos manzanita ssp. glaucescens	200	600
2879	Arctostaphylos manzanita ssp. laevigata	500	1100
2880	Arctostaphylos manzanita ssp. manzanita	0	1200
2881	Arctostaphylos manzanita ssp. roofii	800	1300
2882	Arctostaphylos manzanita ssp. wieslanderi	0	1500
2883	Arctostaphylos mendocinoensis	0	200
2884	Arctostaphylos mewukka	500	1800
2885	Arctostaphylos mewukka ssp. mewukka	800	1800
2886	Arctostaphylos mewukka ssp. truei	500	900
2887	Arctostaphylos montaraensis	200	500
2888	Arctostaphylos montereyensis	0	400
2889	Arctostaphylos morroensis	0	200
2890	Arctostaphylos myrtifolia	100	300
2891	Arctostaphylos nevadensis	900	3000
2892	Arctostaphylos nissenana	400	1100
2893	Arctostaphylos nortensis	500	800
2894	Arctostaphylos nummularia	0	600
2895	Arctostaphylos obispoensis	100	900
2896	Arctostaphylos osoensis	300	500
2897	Arctostaphylos otayensis	500	1700
2898	Arctostaphylos pajaroensis	0	200
2899	Arctostaphylos pallida	200	400
2900	Arctostaphylos parryana	1200	2400
2901	Arctostaphylos patula	700	3400
2902	Arctostaphylos pechoensis	0	900
2903	Arctostaphylos pilosula	300	1100
2904	Arctostaphylos pringlei ssp. drupacea	1200	2400
2905	Arctostaphylos pumila	0	200
2906	Arctostaphylos pungens	900	2300
2907	Arctostaphylos purissima	0	300
2908	Arctostaphylos refugioensis	300	700
2909	Arctostaphylos regismontana	500	4100
2910	Arctostaphylos rudis	0	100
2911	Arctostaphylos silvicola	0	600
2912	Arctostaphylos stanfordiana	100	1300
2913	Arctostaphylos stanfordiana ssp. decumbens	0	200
2914	Arctostaphylos stanfordiana ssp. raichei	400	1000
2915	Arctostaphylos stanfordiana ssp. stanfordiana	300	1300
2916	Arctostaphylos tomentosa	0	1100
2917	Arctostaphylos tomentosa ssp. bracteosa	200	300
2918	Arctostaphylos tomentosa ssp. crinita	0	500
2919	Arctostaphylos tomentosa ssp. crustacea	0	1100
2920	Arctostaphylos tomentosa ssp. daciticola	0	300
2921	Arctostaphylos tomentosa ssp. eastwoodiana	0	200
2922	Arctostaphylos tomentosa ssp. insulicola	100	500
2923	Arctostaphylos tomentosa ssp. rosei	0	1100
2924	Arctostaphylos tomentosa ssp. subcordata	100	600
2925	Arctostaphylos tomentosa ssp. tomentosa	0	200
2926	Arctostaphylos uva-ursi	2400	3200
2927	Arctostaphylos virgata	0	500
2928	Arctostaphylos viridissima	100	500
2929	Arctostaphylos viscida	100	1900
2930	Arctostaphylos viscida ssp. mariposa	600	1900
2931	Arctostaphylos viscida ssp. pulchella	200	1000
2932	Arctostaphylos viscida ssp. viscida	100	1500
2933	Arctostaphylos wellsii	0	400
2934	Cassiope mertensiana	1800	3600
2935	Chimaphila menziesii	1000	2500
2936	Chimaphila umbellata	300	2900
2937	Comarostaphylis diversifolia	100	600
2938	Comarostaphylis diversifolia ssp. diversifolia	100	600
2939	Comarostaphylis diversifolia ssp. planifolia	100	600
2940	Erica lusitanica	0	100
2941	Gaultheria humifusa	1600	4000
2942	Gaultheria ovatifolia	400	1900
2943	Gaultheria shallon	0	800
2944	Hemitomes congestum	0	2700
2945	Kalmia polifolia	1000	3500
2946	Kalmia polifolia ssp. microphylla	2000	3500
2947	Kalmia polifolia ssp. polifolia	1000	2000
2948	Ledum glandulosum	0	3600
2949	Leucothoe davisiae	1300	2600
2950	Menziesia ferruginea	0	300
2951	Moneses uniflora	100	1000
2952	Monotropa hypopithys	100	2200
2953	Monotropa uniflora	0	200
2954	Ornithostaphylos oppositifolia	100	800
2955	Orthilia secunda	1000	3200
2956	Phyllodoce breweri	1200	3500
2957	Phyllodoce empetriformis	1400	2700
2958	Pityopus californica	0	1800
2959	Pleuricospora fimbriolata	100	2800
2960	Pterospora andromedea	0	3700
2961	Pyrola asarifolia	100	3000
2962	Pyrola asarifolia ssp. asarifolia	1000	3000
2963	Pyrola asarifolia ssp. bracteata	100	2000
2964	Pyrola chlorantha	900	4100
2965	Pyrola minor	2400	3000
2966	Pyrola picta	400	2400
2967	Rhododendron macrophyllum	0	1100
2968	Rhododendron occidentale	0	2200
2969	Sarcodes sanguinea	1000	3100
2970	Vaccinium caespitosum	0	3400
2971	Vaccinium deliciosum	600	2000
2972	Vaccinium macrocarpon	900	4100
2973	Vaccinium membranaceum	1100	2200
2974	Vaccinium ovatum	0	800
2975	Vaccinium parvifolium	0	1400
2976	Vaccinium scoparium	1800	2200
2977	Vaccinium uliginosum ssp. occidentale	0	3400
2978	Xylococcus bicolor	0	700
2979	Acalypha californica	200	1300
2980	Bernardia myricifolia	0	1200
2981	Chamaesyce abramsiana	0	200
2982	Chamaesyce albomarginata	0	2300
2983	Chamaesyce arizonica	0	300
2984	Chamaesyce fendleri	1500	2300
2985	Chamaesyce glyptosperma	200	300
2986	Chamaesyce hooveri	0	300
2987	Chamaesyce maculata	0	200
2988	Chamaesyce melanadenia	0	1300
2989	Chamaesyce micromera	0	1000
2990	Chamaesyce nutans	0	300
2991	Chamaesyce ocellata	0	800
2992	Chamaesyce ocellata ssp. arenicola	0	800
2993	Chamaesyce ocellata ssp. ocellata	0	500
2994	Chamaesyce ocellata ssp. rattanii	0	100
2995	Chamaesyce parishii	0	1000
2996	Chamaesyce parryi	0	700
2997	Chamaesyce pediculifera	0	500
2998	Chamaesyce platysperma	0	100
2999	Chamaesyce polycarpa	0	1000
3000	Chamaesyce prostrata	0	300
3001	Chamaesyce revoluta	0	3100
3002	Chamaesyce serpens	0	200
3003	Chamaesyce serpyllifolia	0	2500
3004	Chamaesyce serpyllifolia ssp. hirtula	0	2500
3005	Chamaesyce serpyllifolia ssp. serpyllifolia	0	2500
3006	Chamaesyce setiloba	0	1500
3007	Chamaesyce vallis-mortae	0	1300
3008	Croton californicus	0	900
3009	Croton wigginsii	0	100
3010	Ditaxis californica	0	1000
3011	Ditaxis claryana	0	100
3012	Ditaxis lanceolata	0	600
3013	Ditaxis neomexicana	0	300
3014	Ditaxis serrata	0	200
3015	Eremocarpus setigerus	0	1000
3016	Euphorbia crenulata	0	1600
3017	Euphorbia dentata	0	300
3018	Euphorbia eriantha	0	100
3019	Euphorbia esula	0	1400
3020	Euphorbia exstipulata var. exstipulata	1800	2000
3021	Euphorbia helioscopia	0	200
3022	Euphorbia incisa	1000	2300
3023	Euphorbia lathyris	0	200
3024	Euphorbia misera	0	500
3025	Euphorbia oblongata	0	200
3026	Euphorbia palmeri	1300	2800
3027	Euphorbia peplus	0	300
3028	Euphorbia serrata	0	200
3029	Euphorbia spathulata	0	1300
3030	Mercurialis annua	0	200
3031	Ricinus communis	0	300
3032	Stillingia linearifolia	0	1500
3033	Stillingia paucidentata	0	1500
3034	Stillingia spinulosa	0	900
3035	Tetracoccus dioicus	0	1000
3036	Tetracoccus hallii	0	1200
3037	Tetracoccus ilicifolius	600	1700
3038	Tragia ramosa	900	1700
3039	Acacia baileyana	0	300
3040	Acacia cyclops	0	100
3041	Acacia dealbata	0	500
3042	Acacia decurrens	0	4100
3043	Acacia elata	0	100
3044	Acacia farnesiana var. farnesiana	0	300
3045	Acacia greggii	100	1400
3046	Acacia longifolia	0	200
3047	Acacia mearnsii	0	4100
3048	Acacia melanoxylon	0	200
3049	Acacia paradoxa	200	4100
3050	Acacia pycnantha	0	200
3051	Acacia retinodes	0	900
3052	Acacia verticillata	0	200
3053	Aeschynomene rudis	0	100
3054	Albizia lophantha	0	300
3055	Alhagi pseudalhagi	0	500
3056	Amorpha californica	0	2300
3057	Amorpha californica var. californica	0	2300
3058	Amorpha californica var. napensis	0	2000
3059	Amorpha fruticosa	0	1200
3060	Astragalus accidens var. hendersonii	0	1300
3061	Astragalus acutirostris	600	1500
3062	Astragalus agnicidus	700	4100
3063	Astragalus agrestis	1600	4100
3064	Astragalus albens	1200	1800
3065	Astragalus allochrous var. playanus	800	4100
3066	Astragalus andersonii	1300	2200
3067	Astragalus anxius	1500	1600
3068	Astragalus argophyllus var. argophyllus	1400	2400
3069	Astragalus aridus	0	400
3070	Astragalus asymmetricus	0	900
3071	Astragalus atratus var. mensanus	1700	1900
3072	Astragalus austiniae	2700	3200
3073	Astragalus bernardinus	900	2000
3074	Astragalus bicristatus	1700	2500
3075	Astragalus bolanderi	1500	3100
3076	Astragalus brauntonii	0	500
3077	Astragalus breweri	0	700
3078	Astragalus californicus	300	1300
3079	Astragalus calycosus var. calycosus	1500	3600
3080	Astragalus canadensis var. brevidens	1500	2500
3081	Astragalus casei	1200	2000
3082	Astragalus cimae	1400	1900
3083	Astragalus cimae var. cimae	1400	1900
3084	Astragalus cimae var. sufflatus	1500	1900
3085	Astragalus clarianus	100	200
3086	Astragalus clevelandii	200	1500
3087	Astragalus coccineus	700	2500
3088	Astragalus congdonii	100	800
3089	Astragalus crotalariae	0	300
3090	Astragalus curtipes	0	200
3091	Astragalus curvicarpus var. curvicarpus	1300	2900
3092	Astragalus deanei	200	300
3093	Astragalus didymocarpus	0	1600
3094	Astragalus didymocarpus var. didymocarpus	0	700
3095	Astragalus didymocarpus var. dispermus	0	1200
3096	Astragalus didymocarpus var. milesianus	0	100
3097	Astragalus didymocarpus var. obispoensis	400	1000
3098	Astragalus douglasii	100	2400
3099	Astragalus douglasii var. douglasii	0	1500
3100	Astragalus douglasii var. parishii	1200	2400
3101	Astragalus douglasii var. perstrictus	900	1200
3102	Astragalus ertterae	1700	1900
3103	Astragalus filipes	1600	1800
3104	Astragalus funereus	1300	1500
3105	Astragalus gambelianus	0	900
3106	Astragalus geyeri var. geyeri	1500	4100
3107	Astragalus gibbsii	1300	1700
3108	Astragalus gilmanii	2000	3100
3109	Astragalus hornii var. hornii	60	150
3110	Astragalus insularis var. harwoodii	0	300
3111	Astragalus inversus	1200	1900
3112	Astragalus inyoensis	1500	2300
3113	Astragalus iodanthus var. iodanthus	1200	2100
3114	Astragalus jaegerianus	900	1200
3115	Astragalus johannis-howellii	2100	2200
3116	Astragalus kentrophyta	2200	3700
3117	Astragalus kentrophyta var. danaus	3000	3600
3118	Astragalus kentrophyta var. elatus	2900	3100
3119	Astragalus kentrophyta var. tegetarius	2700	3400
3120	Astragalus layneae	400	1600
3121	Astragalus lemmonii	1300	2200
3122	Astragalus lentiformis	1500	4100
3123	Astragalus lentiginosus	0	3600
3124	Astragalus lentiginosus var. albifolius	600	1500
3125	Astragalus lentiginosus var. antonius	1500	2600
3126	Astragalus lentiginosus var. borreganus	0	300
3127	Astragalus lentiginosus var. coachellae	0	400
3128	Astragalus lentiginosus var. floribundus	1100	1600
3129	Astragalus lentiginosus var. fremontii	900	2900
3130	Astragalus lentiginosus var. idriensis	600	1200
3131	Astragalus lentiginosus var. ineptus	2000	3600
3132	Astragalus lentiginosus var. kernensis	2300	2600
3133	Astragalus lentiginosus var. lentiginosus	900	1500
3134	Astragalus lentiginosus var. micans	800	1000
3135	Astragalus lentiginosus var. nigricalycis	100	800
3136	Astragalus lentiginosus var. piscinensis	1200	1400
3137	Astragalus lentiginosus var. platyphyllidius	1000	1400
3138	Astragalus lentiginosus var. salinus	1000	1400
3139	Astragalus lentiginosus var. semotus	2400	3400
3140	Astragalus lentiginosus var. sesquimetralis	900	1000
3141	Astragalus lentiginosus var. sierrae	1800	2600
3142	Astragalus lentiginosus var. variabilis	100	1600
3143	Astragalus leucolobus	1700	2500
3144	Astragalus macrodon	300	1000
3145	Astragalus magdalenae var. peirsonii	0	300
3146	Astragalus malacus	1000	2400
3147	Astragalus miguelensis	0	500
3148	Astragalus minthorniae var. villosus	1300	2300
3149	Astragalus mohavensis	700	2300
3150	Astragalus mohavensis var. hemigyrus	1200	1600
3151	Astragalus mohavensis var. mohavensis	700	2300
3152	Astragalus monoensis	2200	2400
3153	Astragalus nevinii	0	100
3154	Astragalus newberryi var. newberryi	1300	2400
3155	Astragalus nutans	400	2000
3156	Astragalus nuttallianus	0	2000
3157	Astragalus nuttallianus var. austrinus	600	2200
3158	Astragalus nuttallianus var. cedrosensis	0	300
3159	Astragalus nuttallianus var. imperfectus	300	2000
3160	Astragalus nuttallii	0	200
3161	Astragalus nuttallii var. nuttallii	0	100
3162	Astragalus nuttallii var. virgatus	0	200
3163	Astragalus obscurus	800	2000
3164	Astragalus oocarpus	600	1500
3165	Astragalus oophorus	1500	3100
3166	Astragalus oophorus var. lavinii	2400	3100
3167	Astragalus oophorus var. oophorus	1500	3100
3168	Astragalus oxyphysus	100	1200
3169	Astragalus pachypus	500	1900
3170	Astragalus pachypus var. jaegeri	500	800
3171	Astragalus pachypus var. pachypus	500	1900
3172	Astragalus palmeri	100	1700
3173	Astragalus panamintensis	1200	2200
3174	Astragalus pauperculus	100	600
3175	Astragalus platytropis	2800	3600
3176	Astragalus pomonensis	0	700
3177	Astragalus preussii	700	800
3178	Astragalus preussii var. laxiflorus	600	800
3179	Astragalus preussii var. preussii	700	4100
3180	Astragalus pseudiodanthus	1900	2000
3181	Astragalus pulsiferae	1300	1700
3182	Astragalus pulsiferae var. pulsiferae	1300	1700
3183	Astragalus pulsiferae var. suksdorfii	1200	1400
3184	Astragalus purshii	400	3400
3185	Astragalus purshii var. lagopinus	900	1300
3186	Astragalus purshii var. lectulus	1800	3400
3187	Astragalus purshii var. purshii	1000	2100
3188	Astragalus purshii var. tinctus	400	2900
3189	Astragalus pycnostachyus	0	100
3190	Astragalus pycnostachyus var. lanosissimus	0	100
3191	Astragalus pycnostachyus var. pycnostachyus	0	100
3192	Astragalus rattanii	0	800
3193	Astragalus rattanii var. jepsonianus	300	600
3194	Astragalus rattanii var. rattanii	0	800
3195	Astragalus ravenii	3400	3500
3196	Astragalus sabulonum	0	200
3197	Astragalus sepultipes	1800	2000
3198	Astragalus serenoi var. shockleyi	1500	2300
3199	Astragalus shevockii	1800	2000
3200	Astragalus subvestitus	2400	2800
3201	Astragalus tener	0	100
3202	Astragalus tener var. ferrisiae	0	100
3203	Astragalus tener var. tener	0	100
3204	Astragalus tener var. titi	0	100
3205	Astragalus tephrodes var. brachylobus	100	200
3206	Astragalus tidestromii	600	1500
3207	Astragalus traskiae	0	100
3208	Astragalus tricarinatus	450	550
3209	Astragalus trichopodus	0	1300
3210	Astragalus trichopodus var. lonchus	0	300
3211	Astragalus trichopodus var. phoxus	0	1300
3212	Astragalus trichopodus var. trichopodus	0	100
